Please mention 'Weight UOM' along with Weight.,"يرجى ذكر ""Weight وحدة القياس"" مع ""الوزن""."
Please rectify and try again.,يرجى التحرير والمحاولة مرة أخرى.
Please refer {gst_document_link} to learn more about how to setup and create reverse charge invoice,يرجى الرجوع إلى {gst_document_link} لرقمة المزيد حول كيفية إعداد وإنشاء فاتورة الخصم العكسي
Please refresh or reset the Plaid linking of the Bank {}.,يرجى تحديث أو إعادة تعيين ربط Plaid للبنك {}.
Please save the document to generate IRN.,يرجى حفظ المستند لإنشاء IRN.
Please select Applicant,الرجاء تحديد مقدم الطلب
Please select Unrealized Profit / Loss account or add default Unrealized Profit / Loss account account for company {0},الرجاء تحديد حساب الربح / الخسارة غير المحقق أو إضافة حساب الربح / الخسارة الافتراضي للشركة {0}
Please select X and Y fields,الرجاء تحديد الحقول X و Y.
Please select a Member,الرجاء تحديد عضو
Please select a Member first.,الرجاء تحديد عضو أولاً.
Please select a Program first.,الرجاء تحديد البرنامج أولاً.
Please select a Work Order first.,الرجاء تحديد أمر العمل أولاً.
Please select a company first.,الرجاء تحديد شركة أولا.
Please select a date,الرجاء تحديد تاريخ
Please select a date and time,يرجى تحديد تاريخ ووقت
Please select a date.,الرجاء تحديد تاريخ.
Please select at least one sales invoice to generate IRN,الرجاء تحديد فاتورة مبيعات واحدة على الأقل لإنشاء IRN
Please select donor first,الرجاء تحديد المتبرع أولا
Please select employee first,الرجاء تحديد الموظف أولاً
Please select the LDAP Directory being used,الرجاء تحديد دليل LDAP الجاري استخدامه
"Please set ""Default Payroll Payable Account"" in Company Defaults","يرجى تعيين ""حساب الرواتب الافتراضي"" في افتراضات الشركة"
Please set Earning Component for Leave type: {0}.,يرجى تعيين مكون الكسب لنوع الإجازة: {0}.
Please set Email/Phone for the contact,يرجى تعيين البريد الإلكتروني / الهاتف لجهة الاتصال
Please set Relieving Date for employee: {0},الرجاء تعيين تاريخ الإعفاء للموظف: {0}
Please set VAT Accounts in {0},يرجى تعيين حسابات ضريبة القيمة المضافة في {0}
"Please set Vat Accounts for Company: ""{0}"" in UAE VAT Settings","يرجى تعيين حسابات ضريبة القيمة المضافة للشركة: ""{0}"" في إعدادات ضريبة القيمة المضافة في الإمارات العربية المتحدة"
Please set a Default Cash Account in Company defaults,يرجى تعيين حساب نقدي افتراضي في افتراضات الشركة
Please set a Linked Item for the Membership Type {0},يرجى تعيين صنف مرتبط لنوع العضوية {0}
Please set a default Holiday List for Company {0},الرجاء تعيين قائمة عطلات افتراضية للشركة {0}
Please set a valid Service Unit Capacity to enable Overlapping Appointments,يرجى تعيين سعة وحدة خدمة صالحة لتمكين التعيينات المتداخلة
Please set account in Salary Component {0},يرجى تعيين الحساب في مكون الراتب {0}
Please set an Expense Account in the Items table,يرجى تعيين حساب المصاريف في جدول البنود
Please set default Exchange Gain/Loss Account in Company {},يُرجى تعيين حساب كسب / خسارة افتراضي في Exchange في الشركة {}
Please set one of the following:,يرجى تعيين واحد مما يلي:
Please set the cost center field in {0} or setup a default Cost Center for the Company.,يُرجى تعيين حقل مركز التكلفة في {0} أو إعداد مركز تكلفة افتراضي للشركة.
Please set the {0} for company {1},الرجاء تعيين {0} للشركة {1}
Please set valid GSTIN No. in Company Address {} for company {},الرجاء تعيين رقم الضريبى صالح في عنوان الشركة {} للشركة {}
Please set {0} for the Employee: {1},يرجى تعيين {0} للموظف: {1}
Please specify a {0},يرجى تحديد {0}
Please update Repair Status.,الرجاء تحديث حالة الإصلاح.
Please update rating or feedback before saving.,يرجى تحديث التصنيف أو التعليقات قبل الحفظ.
Please use a valid LDAP search filter,يرجى استخدام فلتر بحث LDAP صالح
Pledged Applicant Count,عدد المتقدمين المتعهد بهم
Popular Items,الأصناف الشائعة
Post Metrics,مقاييس النشر
Post Now,انشر الآن
Posting date,تاريخ النشر
Practitioner,طبيب
Practitioner Schedule:,جدول الطبيب:
Practitioner {0} does not have a Practitioner Schedule assigned.,الطبيب {0} ليس لديه جدول طبيب معين.
Practitioner {0} does not have a Service Unit set against the Practitioner Schedule {1}.,لا يمتلك الطبيب {0} وحدة خدمة معيّنة وفقًا لجدول الطبيب {1}.
Practitioners,الأطباء
Previous Document,المستند السابق
Price Valid Upto,السعر صالح حتى
Primary Party,الطرف الأساسي
Primary Role,دور أساسى
Principal Outstanding,المعلقة الرئيسية
Printer mapping not set.,لم يتم تعيين الطابعة.
Priority cannot be lesser than 1.,لا يمكن أن تكون الأولوية أقل من 1.
Proceed,تقدم
Process Loss Qty,كمية خسارة العملية
Process Loss Report,تقرير خسارة العملية
Product Engine Error,خطأ محرك المنتج
Product Price ID,رقم سعر المنتج
Product Tax Category,فئة ضريبة المنتج
Product Tax Code,رمز ضريبة المنتج
Production Plan Item Reference,مرجع صنف خطة الإنتاج
Production Plan Sub Assembly Item,بند التجميع الفرعي لخطة الإنتاج
Production Plan Sub-assembly Item,بند التجميع الفرعي لخطة الإنتاج
Production Plan Summary,ملخص خطة الإنتاج
Profit,ربح
Project Profitability,ربحية المشروع
Properties and References,الخصائص والمراجع
Provisional tax account for advance tax. Taxes are parked in this account until payments are allocated to invoices,حساب الضريبة المشروطة للضريبة المقدمة. الضرائب متوقفة في هذا الحساب حتى يتم تخصيص المدفوعات للفواتير
Publish Salary Range,نشر نطاق الراتب
Publish in Website,انشر في الموقع
Published in Website,نشرت في الموقع
Publishing Item ...,نشر صنف ...
Purchase Orders {0} are un-linked,أوامر الشراء {0} غير مرتبطة
Purchases,المشتريات
Putaway Rule,قاعدة الأبعاد
Putaway Rule already exists for Item {0} in Warehouse {1}.,قاعدة الأبعاد موجودة بالفعل للصنف {0} في Warehouse {1}.
Qty As Per BOM,الكمية حسب فاتورة المواد
Qty To Produce,الكمية المنتجة
Qty in Stock UOM,الكمية في المخزون حسب وحدة القياس
Qty of Finished Goods Item should be greater than 0.,يجب أن تكون كمية البضائع الجاهزة أكبر من 0.
Qty to Be Consumed,الكمية المراد استهلاكها
Quality Inspection Parameter,معيار فحص الجودة
Quality Inspection Parameter Group,مجموعة معايير فحص الجودة
Quality Inspection Settings,إعدادات فحص الجودة
Quality Inspection(s),فحص الجودة
Quantity not available for the following items in warehouse {0}.,الكمية غير متوفرة للأصناف التالية في المخزن {0}.
Queries,استفسارات
Query Parameters,معايير الاستعلام
Rank,مرتبة
Rate Of Interest,معدل الفائدة
Rate of Stock UOM,معدل المخزون حسب وحدة القياس
Rating is required!,التصنيف مطلوب!
Ratings,التقييمات
Raw Material Value,قيمة المواد الخام
Raw Printing Setting,إعداد الطباعة الأولية
Raw Printing Settings,إعدادات الطباعة الأولية
RazorPay Payment ID,رقم دفع RazorPay
RazorPay Settings for Memberships,إعدادات RazorPay للأعضاء
Razorpay Payment ID,رقم الدفع Razorpay
Read {0} for more information on E Invoicing features.,اقرأ {0} لمزيد من المعلومات حول ميزات الفوترة الإلكترونية.
Reading Value,قيمة القراءة
Rebuild Tree,إعادة بناء الشجرة
Recalculate Incoming/Outgoing Rate,إعادة حساب معدل الوارد / الصادر
Received Amount After Tax,المبلغ المستلم بعد الضريبة
Received Amount After Tax (Company Currency),المبلغ المستلم بعد الضريبة (عملة الشركة)
Received Amount cannot be greater than Paid Amount,لا يمكن أن يكون المبلغ المستلم أكبر من المبلغ المدفوع
Received Qty in Stock UOM,استلم الكمية الموجودة في المخزون حسب وحدة القياس
Received an invalid token type.,تلقي نوع رمز غير صالح.
Recent,حديث
Recents,حديث
Reconcile the Bank Transaction,التوفيق بين معاملة البنك
Recorder is Inactive.,المسجل غير نشط.
Recording HTML,تسجيل HTML
Redirect URI,إعادة توجيه URI
Reference Exchange Rate,سعر الصرف المرجعي
Reference Invoice,فاتورة مرجعية
Referral Bonus Payment Status,حالة دفع مكافأة الإحالة
Referrer Details,تفاصيل المُحيل
Referrer Name,اسم المرجع
Refresh Plaid Link,تحديث الرابط المنقوش
Region Code,رمز المنطقة
Rehab and Physiotherapy,إعادة التأهيل والعلاج الطبيعي
Reject Employee Referral,رفض إحالة الموظف
Reminders,تذكير
Remove Failed Jobs,إزالة المهام الفاشلة
Removed page customizations,تمت إزالة تخصيصات الصفحة
Repair Asset,أصل الإصلاح
Repair Details,تفاصيل الإصلاح
Repair and Maintenance Account,حساب الإصلاح والصيانة
Repay Unclaimed Amount from Salary,سداد المبلغ غير المطالب به من الراتب
Repayment,السداد
Repayment against Loan:,السداد مقابل القرض:
Repeat on Days,كرر في أيام
"Replace a particular BOM in all other BOMs where it is used. It will replace the old BOM link, update cost and regenerate ""BOM Explosion Item"" table as per new BOM.|||It also updates latest price in all the BOMs.","استبدل BOM معينًا في جميع BOMs الأخرى حيث يتم استخدامه. ستحل محل رابط BOM القديم ، وتكلفة التحديث ، وتجدد جدول ""BOM Explosion Item"" وفقًا لقائمة المواد الجديدة. ||| كما تقوم أيضًا بتحديث أحدث الأسعار في جميع BOMs."
Report an Issue,بلغ عن خطأ
"Report initiated, click to view status",بدأ التقرير ، انقر لعرض الحالة
Reports To,تقارير ل
Repost Item Valuation,إعادة تقييم الصنف
Reposting Completed {0}%,اكتملت إعادة النشر {0}٪
Reposting Progress,إعادة التقدم
Request Headers,رؤوس طلب
Request Loan Closure,طلب اغلاق القرض
Request Method,طريقة الطلب
Request Timeout,طلب مهلة
Request for Quote,طلب الحصول على عرض السعر
"Requires any valid fdn path. i.e. ou=groups,dc=example,dc=com",يتطلب أي مسار fdn صالح. أي ou = المجموعات ، dc = مثال ، dc = com
"Requires any valid fdn path. i.e. ou=users,dc=example,dc=com",يتطلب أي مسار fdn صالح. أي ou = الموظفون ، dc = مثال ، dc = com
Reschedule Interview,إعادة تحديد موعد المقابلة
Reserved for POS Transactions,محجوز لمعاملات نقاط البيع
Reserved for Production,محجوز للإنتاج
Reserved for Sub Contracting,محجوز للتشغيل الخارجي
Reset Customizations,إعادة التخصيصات
Reset Dashboard Customizations,إعادة تعيين تخصيصات لوحة المعلومات
Reset Plaid Link,إعادة تعيين رابط Plaid
Respiratory/Pulse Rate,معدل التنفس / النبض
Response,إجابة
Rest of the day,بقية اليوم
Restart,اعادة البدء
Restrict,بتقييد
Restrict Backdated Leave Application,تقييد طلب الإجازة بأثر رجعي
Restrict Items Based On,تقييد الأصناف على أساس
Resume Job,استئناف الوظيفة
Resume Link,استئناف الارتباط
Resume link,استئناف الارتباط
Retirement Age (In Years),سن التقاعد (بالسنوات)
Return Against,العودة مقابل
Return Issued,إشعار مرتجع
Return of Components,مرتجع المكونات
Returned,مرتجع
Returned Qty in Stock UOM,تم إرجاع الكمية الموجودة في المخزون وحدة القياس
Review Submitted,تم إرسال المراجعة
Review various other settings related to Employee Leaves and Expense Claim,مراجعة مختلف الإعدادات الأخرى المتعلقة بإجازات الموظفين ومطالبة النفقات
Revocation URI,URI الإبطال
Revoke Key,إبطال المفتاح
Right Bottom,اسفل اليمين
Right Center,المركز الصحيح
Role Allowed to Create/Edit Back-dated Transactions,الدور مسموح به لإنشاء / تحرير المعاملات القديمة
Role Allowed to Over Bill,الدور المسموح به للدفع اكثر من الفاتورة
Role Allowed to Over Deliver/Receive,الدور المسموح به للتوصيل / الاستلام
Role Allowed to Override Stop Action,الدور مسموح به لتجاوز إجراء الإيقاف
Role has been set as per the user type {0},تم تعيين الدور وفقًا لنوع الموظف {0}
"Root Type for {0} must be one of the Asset, Liability, Income, Expense and Equity",يجب أن يكون نوع الجذر لـ {0} أحد الأصول ، والمسؤولية ، والدخل ، والمصروفات ، وحقوق الملكية
Round Name,اسم مستدير
Round Off GST Values,تقريب قيم ضريبة الأصناف والخدمات
Round Off Tax Amount,تقريب مبلغ الضريبة
Round off Work Experience,تقريب خبرة العمل
Route to the custom Job Application Webform,قم بالتوجيه إلى نموذج الويب المخصص لتطبيق الوظيفة
Row # {0}:,الصف رقم {0}:
Row # {0}: Non administrator user can not set the role {1} to the custom doctype,الصف رقم {0}: لا يمكن للمستخدم غير المسؤول تعيين الدور {1} إلى نوع المستند المخصص
Row #{0}: Acceptance Criteria Formula is incorrect.,الصف # {0}: صيغة معايير القبول غير صحيحة.
Row #{0}: Acceptance Criteria Formula is required.,الصف # {0}: صيغة معايير القبول مطلوبة.
Row #{0}: Cannot allocate more than {1} against payment term {2},الصف رقم {0}: لا يمكن تخصيص أكثر من {1} مقابل مدة السداد {2}
Row #{0}: Could not find field {1} in {2} DocType,الصف # {0}: تعذر العثور على الحقل {1} في {2} DocType
Row #{0}: Cumulative threshold cannot be less than Single Transaction threshold,الصف # {0}: لا يمكن أن يكون الحد التراكمي أقل من حد المعاملة الفردية
Row #{0}: Dates overlapping with other row,الصف # {0}: تتداخل التواريخ مع صف آخر
Row #{0}: Document Type {1} is not submittable.,الصف # {0}: نوع المستند {1} غير قابل للإرسال.
Row #{0}: Expense Account not set for the Item {1}. {2},الصف رقم {0}: لم يتم تعيين حساب المصاريف للصنف {1}. {2}
Row #{0}: Field {1} in Document Type {2} is not a Date / Datetime field.,الصف # {0}: الحقل {1} في نوع المستند {2} ليس حقل تاريخ / تاريخ.
"Row #{0}: For {1}, you can select reference document only if account gets credited",الصف رقم {0}: بالنسبة إلى {1} ، لا يمكنك تحديد مستند مرجعي إلا إذا تم اعتماد الحساب
"Row #{0}: For {1}, you can select reference document only if account gets debited",الصف رقم {0}: بالنسبة إلى {1} ، لا يمكنك تحديد مستند مرجعي إلا إذا تم الخصم من الحساب
Row #{0}: From Date cannot be before To Date,"الصف # {0}: لا يمكن أن يكون ""من"" قبل تاريخ"
Row #{0}: Maximum Net Rate cannot be greater than Minimum Net Rate,الصف # {0}: لا يمكن أن يكون الحد الأقصى للمعدل الصافي أكبر من الحد الأدنى للمعدل الصافي
Row #{0}: No such Field named {1} found in the Document Type {2}.,الصف # {0}: لم يتم العثور على مثل هذا الحقل المسمى {1} في نوع المستند {2}.
Row #{0}: Parent DocType is mandatory for internal links,الصف رقم {0}: نوع المستند الأصلي إلزامي للروابط الداخلية
Row #{0}: Rate must be same as {1}: {2} ({3} / {4}),رقم الصف {0}: يجب أن يكون السعر هو {1}: {2} ({3} / {4})
Row #{0}: Reference Document Type must be Donation,الصف # {0}: يجب أن يكون نوع المستند المرجعي هو التبرع
Row #{0}: Result for Secondary UOM not calculated,الصف رقم {0}: لم يتم حساب نتيجة وحدة القياس الثانوية
Row #{0}: Table Fieldname is mandatory for internal links,الصف # {0}: اسم حقل الجدول إلزامي للروابط الداخلية
Row #{0}: The following Serial Nos are not present in Delivery Note {1}:,الصف # {0}: الأرقام التسلسلية التالية غير موجودة في إشعار التسليم {1}:
Row #{0}: {1} Serial numbers required for Item {2}. You have provided {3}.,الصف # {0}: {1} الأرقام المسلسلة المطلوبة للصنف {2}. لقد قدمت {3}.
Row #{0}: {1} does not have any available serial numbers in {2},الصف # {0}: {1} ليس به أي أرقام تسلسلية متوفرة في {2}
Row #{0}: {1} is not a valid reading field. Please refer to the field description.,الصف رقم {0}: {1} ليس حقل قراءة صالحًا. يرجى الرجوع إلى وصف الحقل.
Row #{}: GST rate is invalid. Please remove tax rows with zero tax amount from taxes table.,الصف رقم {}: معدل ضريبة الأصناف والخدمات غير صالح. يُرجى إزالة صفوف الضرائب التي لا تحتوي على مبلغ ضريبة من جدول الضرائب.
Row #{}: Item {} is a non stock item. You can only include stock items in a POS Invoice.,الصف # {}: الصنف {} ليس صنفًا في المخزون. يمكنك فقط تضمين أصناف المخزون في فاتورة نقطة البيع.
Row #{}: Original Invoice {} of return invoice {} is {}.,الصف رقم {}: الفاتورة الأصلية {} فاتورة الإرجاع {} هي {}.
Row #{}: Serial No. {} has already been transacted into another Sales Invoice. Please select valid serial no.,الصف # {}: الرقم التسلسلي {} تم بالفعل التعامل معه في فاتورة مبيعات أخرى. الرجاء تحديد رقم تسلسلي صالح.
Row #{}: {} {} doesn't belong to Company {}. Please select valid {}.,الصف رقم {}: {} {} لا ينتمي إلى الشركة {}. يرجى تحديد صالح {}.
Row {0}# Paid Amount cannot be greater than Total amount,الصف {0} # لا يمكن أن يكون المبلغ المدفوع أكبر من إجمالي المبلغ
Row {0}: Account {1} does not belong to Company {2},الصف {0}: الحساب {1} لا ينتمي إلى الشركة {2}
Row {0}: Allocated amount {1} must be less than or equal to invoice outstanding amount {2},الصف {0}: يجب أن يكون المبلغ المخصص {1} أقل من أو يساوي مبلغ الفاتورة المستحق {2}
Row {0}: Allocated amount {1} must be less than or equal to remaining payment amount {2},الصف {0}: يجب أن يكون المبلغ المخصص {1} أقل من أو يساوي مبلغ الدفعة المتبقية {2}
Row {0}: Both Debit and Credit values cannot be zero,الصف {0}: لا يمكن أن تكون قيم الخصم والائتمان صفراً
Row {0}: Cost Center {1} does not belong to Company {2},الصف {0}: مركز التكلفة {1} لا ينتمي إلى الشركة {2}
Row {0}: Expense Head changed to {1} as no Purchase Receipt is created against Item {2}.,الصف {0}: تم تغيير رأس المصاريف إلى {1} نظرًا لعدم إنشاء إيصال شراء مقابل الصنف {2}.
Row {0}: Expense Head changed to {1} because account {2} is not linked to warehouse {3} or it is not the default inventory account,الصف {0}: تم تغيير رأس المصاريف إلى {1} لأن الحساب {2} غير مرتبط بالمخزن {3} أو أنه ليس حساب المخزون الافتراضي
Row {0}: Expense Head changed to {1} because expense is booked against this account in Purchase Receipt {2},الصف {0}: تم تغيير رأس المصاريف إلى {1} لأنه تم حجز المصاريف مقابل هذا الحساب في إيصال الشراء {2}
Row {0}: From (Year) can not be greater than To (Year),الصف {0}: من (السنة) لا يمكن أن يكون أكبر من إلى (السنة)
Row {0}: From Warehouse is mandatory for internal transfers,الصف {0}: من المخزن إلزامي لعمليات النقل الداخلية
Row {0}: Item Tax template updated as per validity and rate applied,الصف {0}: تم تحديث نموذج ضريبة الصنف وفقًا للصلاحية والسعر المطبق
Row {0}: Item rate has been updated as per valuation rate since its an internal stock transfer,الصف {0}: تم تحديث سعر الصنف وفقًا لمعدل التقييم منذ نقله داخليًا للمخزون
Row {0}: Paid amount {1} is greater than pending accrued amount {2} against loan {3},الصف {0}: المبلغ المدفوع {1} أكبر من المبلغ المستحق المعلق {2} مقابل القرض {3}
Row {0}: Project must be same as the one set in the Timesheet: {1}.,الصف {0}: يجب أن يكون المشروع هو نفسه الذي تم تعيينه في سجل الدوام: {1}.
Row {0}: Purchase Invoice {1} has no stock impact.,الصف {0}: فاتورة الشراء {1} ليس لها تأثير على المخزون.
Row {0}: Target Warehouse is mandatory for internal transfers,الصف {0}: يعد المخزن المستهدف إلزاميًا لعمليات النقل الداخلية
"Row {0}: To set {1} periodicity, difference between from and to date must be greater than or equal to {2}",الصف {0}: لتعيين دورية {1} ، يجب أن يكون الاختلاف بين من و إلى تاريخ أكبر من أو يساوي {2}
Row {0}: {1} account already applied for Accounting Dimension {2},الصف {0}: {1} تم تطبيق الحساب بالفعل على بُعد المحاسبة {2}
Row {0}: {1} {2} cannot be same as {3} (Party Account) {4},الصف {0}: {1} {2} لا يمكن أن يكون مثل {3} (حساب المجموعة) {4}
Row {0}: {1} {2} of {3} is pledged against Loan {4}.,الصف {0}: {1} {2} من {3} مرهون مقابل القرض {4}.
SQL Explain,شرح SQL
SQL Queries,استعلامات SQL
SQL Query,استعلام SQL
STATEMENTS OF ACCOUNTS,كشوف الحسابات
STRING_AGG,STRING_AGG
SWATCHES,المناديل
Salary Component,مكون الراتب
Salary Expectation,توقع الراتب
Salary Slip Leave,إجازة قسيمة الراتب
Salary Slip already exists for {0},قسيمة الراتب موجودة بالفعل لـ {0}
"Salary Slips already exists for employees {}, and will not be processed by this payroll.",قسائم الرواتب موجودة بالفعل للموظفين {} ، ولن تتم معالجتها بواسطة كشوف المرتبات هذه.
Salary components should be part of the Salary Structure.,يجب أن تكون مكونات الراتب جزءًا من هيكل الرواتب.
Salary range per month,نطاق الراتب في الشهر
Sales Invoice created successfully,تم إنشاء فاتورة المبيعات بنجاح
Sales Invoice {0} created,تم إنشاء فاتورة المبيعات {0}
Sales Order Reference,مرجع طلب المبيعات
Sales Order Status,حالة طلب المبيعات
Sales Partner,شريك المبيعات
Sales Partner Item,صنف شريك المبيعات
Save API Secret: {0},حفظ سر واجهة برمجة التطبيقات: {0}
Save Customizations,حفظ التخصيصات
Savings,محفوظات
Scan,مسح
Scan QRCode,مسح رمز QRC
Scheduled On,من المقرر في
Scheduled Time must be a future time.,يجب أن يكون الوقت المجدول وقتًا مستقبليًا.
Scheduler is inactive. Cannot enqueue job.,المجدول غير نشط. لا يمكن إدراج المهمة في قائمة الانتظار.
Scheduling,الجدولة
"Scorecard variables can be used, as well as:|||{total_score} (the total score from that period),|||{period_number} (the number of periods to present day)|||",يمكن استخدام متغيرات بطاقة قياس الأداء ، بالإضافة إلى: ||| {total_score} (مجموع النقاط من تلك الفترة) ، ||| {period_number} (عدد الفترات حتى يومنا هذا) |||
Scrap Item Code,رمز صنف الخردة
Scrap Item Name,اسم صنف الخردة
Scrap/Loss Item: {0} should have Is Process Loss checked as it is the same as the item to be manufactured or repacked.,صنف الخردة / الخسارة: {0} يجب أن يتم التحقق من فقد العملية لأنه يماثل الصنف المراد تصنيعه أو إعادة تعبئته.
Scrap/Loss Item: {0} should have Qty less than finished goods Quantity.,صنف الخردة / الخسارة: {0} يجب أن تكون الكمية أقل من كمية البضائع النهائية.
Scrap/Loss Item: {0} should have Rate set to 0 because Is Process Loss is checked.,"صنف الخردة / الخسارة: يجب تعيين معدل {0} على 0 لأنه تم تحديد ""فقدان العملية""."
Scrap/Loss Item: {0} should not have Is Process Loss checked as it is different from the item to be manufactured or repacked,صنف الخردة / الضياع: {0} يجب ألا يتم التحقق من فقد العملية لأنه يختلف عن الصنف المراد تصنيعه أو إعادة تعبئته
Search Bar,شريط البحث
"Search by item code, serial number or barcode",البحث عن طريق رمز الصنف أو الرقم التسلسلي أو رمز الباركود
Search for {0},بحث عن {0}
Search or type a command (Ctrl + G),ابحث أو اكتب أمرًا (Ctrl + G)
Secondary Party,الطرف الثانوي
Secondary Role,دور ثانوي
See all Activity,مشاهدة كل نشاط
See your Published Items,انظر الأصناف المنشورة الخاصة بك
See your Published Items.,انظر الأصناف المنشورة الخاصة بك.
Select Leave Approver for an employee. The user one who will look after his/her Leave application,حدد اعتماد الإجازة لموظف. الموظف الذي سيقوم بطلب الإجازة
Select Corrective Operation,حدد العملية التصحيحية
Select Date of Birth. This will validate Employees age and prevent hiring of under-age staff.,حدد تاريخ الميلاد. سيؤدي هذا إلى التحقق من صحة عمر الموظفين ومنع تعيين موظفين دون السن القانونية.
"Select Date of joining. It will have impact on the first salary calculation, Leave allocation on pro-rata bases.",حدد تاريخ الانضمام. سيكون لها تأثير على حساب الراتب الأول ، تخصيص الإجازات على أسس تناسبية.
Select Dimension,حدد البعد
Select Interview Round First,حدد جولة المقابلة أولا
Select Interview first,حدد المقابلة أولا
Select Items for Quality Inspection,حدد أصناف لفحص الجودة
Select Kanban,حدد كانبان
Select Letterhead,حدد رأس الصفحة
Select Network Printer,حدد طابعة الشبكة
Select Payroll Frequency.,حدد تردد الرواتب.
Select Variant,حدد متغير
Select Variant for {0},حدد المتغير لـ {0}
Select Vouchers to Match,حدد قسائم لمطابقتها
Select Warehouses to get Stock for Materials Planning,حدد المخازن للحصول على مخزون لتخطيط المواد
Select a Company this Employee belongs to. Other HR features like Payroll. Expense Claims and Leaves for this Employee will be created for a given company only.,حدد شركة ينتمي إليها هذا الموظف. ميزات الموارد البشرية الأخرى مثل كشوف المرتبات. سيتم إنشاء مطالبات المصاريف والإجازات لهذا الموظف لشركة معينة فقط.
Select a default Holiday List for this Employee. The days listed in Holiday List will not be counted in Leave Application.,حدد قائمة العطلات الافتراضية لهذا الموظف. لن يتم احتساب الأيام المدرجة في قائمة العطلات في طلب الإجازة.
Select atleast one Social Media Platform to Share on.,حدد منصة وسائط اجتماعية واحدة على الأقل للمشاركة عليها.
Select the Employee for which you want to allocate leaves.,حدد الموظف الذي تريد تخصيص إجازات له.
Select the Employee.,حدد الموظف.
"Select the Leave Type like Sick leave, Privilege Leave, Casual Leave, etc.",حدد نوع الإجازة مثل إجازة مرضية ، إجازة مستحقة ، إجازة عارضة ، إلخ.
Select the date after which this Leave Allocation will expire.,"حدد التاريخ الذي ستنتهي بعده صلاحية ""تخصيص الإجازة""."
Select the date from which this Leave Allocation will be valid.,حدد التاريخ الذي سيكون فيه تخصيص الإجازات هذا صالحًا.
Select the end date for your Leave Application.,حدد تاريخ انتهاء طلب الإجازة الخاص بك.
Select the role that is allowed to submit transactions that exceed credit limits set. The credit limit can be set in the Customer form.,حدد الدور المسموح به لإرسال المعاملات التي تتجاوز الحدود الائتمانية المعينة. يمكن تعيين حد الائتمان في نموذج العميل.
Select the start date for your Leave Application.,حدد تاريخ بدء تطبيق الإجازة الخاص بك.
"Select type of leave the employee wants to apply for, like Sick Leave, Privilege Leave, Casual Leave, etc.",حدد نوع الإجازة التي يريد الموظف التقدم لها ، مثل الإجازة المرضية ، إجازة مستحقة ، الإجازة العرضية ، إلخ.
Select your Leave Approver i.e. the person who approves or rejects your leaves.,"حدد ""المسؤول عن الإجازة"" ، أي الشخص الذي يوافق على إجازاتك أو يرفضها."
Select your weekly off day,حدد يوم إجازتك الأسبوعية
Selected Fields,الحقول المختارة
Self delivery,التسليم الذاتي
Send Interview Feedback Reminder,إرسال تذكير بتعليقات المقابلة
Send Interview Reminder,إرسال تذكير المقابلة
Send Leave Notification,إرسال إشعار الإجازة
Send Web View Link,إرسال ارتباط عرض الويب
Separation Activities,أنشطة الفصل
Sequential,تسلسلي
Serial No Ledger,الرقم التسلسلي لدفتر الأستاذ
Serial No and Batch for Finished Good,الرقم التسلسلي والدُفعة للسلعة النهائية
Serial No {0} has already been received in the {1} #{2},تم استلام الرقم التسلسلي {0} بالفعل في {1} # {2}
Serial Nos,الرقم المسلسل
Serial Nos Mismatch,رقم المسلسل عدم تطابق
Serialised and Batch Setting,إعداد المسلسل والدُفعات
Server was too busy to process this request. Please try again.,كان الخادم مشغولاً للغاية بحيث لم يتمكن من معالجة هذا الطلب. حاول مرة اخرى.
Service (optional),الخدمة (اختياري)
Service Expenses,مصاريف الخدمة
Service Provider,مقدم الخدمة
Service Unit Capacity,سعة وحدة الخدمة
Service Unit Name,اسم وحدة الخدمة
Service Unit Name and Company are mandatory to create Healthcare Service Units,اسم وحدة الخدمة والشركة إلزاميان لإنشاء وحدات خدمة الرعاية الصحية
Service Unit Not Found,وحدة الخدمة غير موجودة
Service Unit Tree,شجرة وحدة الخدمة
Service Unit:,وحدة الخدمة:
Set Address,حدد العنوان
Set From Warehouse,تعيين من المخزن
Set Limit,تعيين الحد
Set Operating Cost Based On BOM Quantity,قم بتعيين تكلفة التشغيل بناءً على كمية قائمة مكونات الصنف
Set Process Loss Item Quantity,حدد كمية الأصناف المفقودة فى العملية
Set all private,تعيين الكل خاص
Set all public,تعيين الكل عام
Set quantity of process loss item:,تعيين كمية صنف خسارة العملية:
Set the frequency for holiday reminders,اضبط معدل تكرار التذكيرات بالأجازات
Set the status manually.,اضبط الحالة يدويًا.
Set this template as the default for all sales transactions,قم بتعيين هذا النموذج كافتراضي لجميع معاملات المبيعات
Sets 'From Warehouse' in each row of the items table.,"يعيّن ""من المخزن"" في كل صف من جدول الأصناف."
Sets the current page as default for all users,تعيّن الصفحة الحالية كافتراضية لجميع الموظفين
Sets the number of concurrent appointments allowed,يضبط عدد المواعيد المتزامنة المسموح بها
Setting the account as a Company Account is necessary for Bank Reconciliation,يعد تعيين الحساب كحساب شركة ضروريًا للتسوية البنكية
Shared with the user {0} with {1} access,تمت مشاركته مع الموظف {0} الذي لديه حق الوصول {1}
Shipment,شحنة
Shipment Amount,مبلغ الشحنة
Shipment Delivery Note,إشعار تسليم الشحنة
Shipment ID,شحنة رقم
Shipment Information,معلومات الشحنة
Shipment Parcel,طرد الشحن
